CITIL/16-17/P350,2016-10-14,9,SVR02487,HP DL380 Gen9 8SFF CTO Server,SGH639VN86,1,15,6766020751,2016-10-14,1,2019-10-13
CITIL/16-17/P350,2016-10-14,9,SVR02487,HP DL380 Gen9 8SFF CTO Server,SGH639VN88,1,15,6766020751,2016-10-14,1,2019-10-13
CITIL/16-17/P350,2016-10-14,9,SVR02487,HP DL380 Gen9 8SFF CTO Server,SGH639VN86,1,15,6766020751,2016-10-14,1,2019-10-13
CITIL/16-17/P350,2016-10-14,9,SVR02487,HP DL380 Gen9 8SFF CTO Server,SGH639VN88,1,15,6766020751,2016-10-14,1,2019-10-13
CITIL/16-17/P389,2016-10-27,48,SVR02527,HP DL380 Gen9 8SFF CTO Server,SGH640WFYJ,1,15,6766020866,2016-10-26,1,2019-10-25
CITIL/16-17/P389,2016-10-27,48,SVR02527,HP DL380 Gen9 8SFF CTO Server,SGH640WFYJ,1,15,6766020866,2016-10-26,1,2019-10-25
CITIL/16-17/P488,2016-12-21,19,SVR02806,HP Dl 360 Gen9 4LFF Serber,SGH649XFNC,1,15,6766021135,2016-12-20,3,2019-12-19
CITIL/16-17/P488,2016-12-21,19,SVR02806,HP Dl 360 Gen9 4LFF Serber,SGH649XFNC,1,15,6766021135,2016-12-20,3,2019-12-19
CITIL/17-18/P-091,2017-06-05,7,719064-B21,HP DL 380 Gen 9 CTO Server,SGH720WDD5,1,15,6766021471,2017-05-31,3,2020-05-29
CITIL/17-18/P-091,2017-06-05,7,719064-B21,HP DL 380 Gen 9 CTO Server,SGH720WDD7,1,15,6766021471,2017-05-31,3,2020-05-29
