CITIL/16-17/P469,2016-12-15,12,X6W75PA,HP 240G5 Laptop,5CG6352C9C,1,32,P209061,2016-12-08,3,2019-12-07
CITIL/16-17/P469,2016-12-15,12,X6W75PA,HP 240G5 Laptop,5CG6351ZL1,1,32,P209061,2016-12-08,3,2019-12-07
CITIL/16-17/P469,2016-12-15,12,X6W75PA,HP 240G5 Laptop,5CG6351Y2Q,1,32,P209061,2016-12-08,3,2019-12-07
CITIL/16-17/P469,2016-12-15,12,X6W75PA,HP 240G5 Laptop,5CG6296434,1,32,P209061,2016-12-08,3,2019-12-07
CITIL/16-17/P469,2016-12-15,12,X6W75PA,HP 240G5 Laptop,5CG6352D12,1,32,P209061,2016-12-08,3,2019-12-07
CITIL/16-17/P469,2016-12-15,12,X6W75PA,HP 240G5 Laptop,5CG635257F,1,32,P209061,2016-12-08,3,2019-12-07
CITIL/16-17/P469,2016-12-15,12,X6W75PA,HP 240G5 Laptop,5CG6351Y7Y,1,32,P209061,2016-12-08,3,2019-12-07
CITIL/16-17/P469,2016-12-15,12,X6W75PA,HP 240G5 Laptop,5CG6351Y4H,1,32,P209061,2016-12-08,3,2019-12-07
CITIL/16-17/P469,2016-12-15,12,X6W75PA,HP 240G5 Laptop,5CG6352CVC,1,32,P209061,2016-12-08,3,2019-12-07
CITIL/16-17/P469,2016-12-15,12,X6W75PA,HP 240G5 Laptop,5CG62964BZ,1,32,P209061,2016-12-08,3,2019-12-07
CITIL/16-17/P469,2016-12-15,12,X6W75PA,HP 240G5 Laptop,5CG6351VQ5,1,32,P209061,2016-12-08,3,2019-12-07
CITIL/16-17/P469,2016-12-15,12,X6W75PA,HP 240G5 Laptop,5CG6351ZMY,1,32,P209061,2016-12-08,3,2019-12-07
CITIL/16-17/P469,2016-12-15,12,X6W75PA,HP 240G5 Laptop,5CG6351X2Q,1,32,P209061,2016-12-08,3,2019-12-07
CITIL/16-17/P469,2016-12-15,12,X6W75PA,HP 240G5 Laptop,5CG6296445,1,32,P209061,2016-12-08,3,2019-12-07
CITIL/16-17/P469,2016-12-15,12,X6W75PA,HP 240G5 Laptop,5CG6296449,1,32,P209061,2016-12-08,3,2019-12-07
CITIL/16-17/P469,2016-12-15,12,X6W75PA,HP 240G5 Laptop,5CG6352383,1,32,P209061,2016-12-08,3,2019-12-07
CITIL/16-17/P469,2016-12-15,12,X6W75PA,HP 240G5 Laptop,5CG6296488,1,32,P209061,2016-12-08,3,2019-12-07
CITIL/16-17/P469,2016-12-15,12,X6W75PA,HP 240G5 Laptop,5CG6351XWP,1,32,P209061,2016-12-08,3,2019-12-07
CITIL/16-17/P469,2016-12-15,12,X6W75PA,HP 240G5 Laptop,5CG63523MD,1,32,P209061,2016-12-08,3,2019-12-07
CITIL/16-17/P469,2016-12-15,12,X6W75PA,HP 240G5 Laptop,5CG63524CX,1,32,P209061,2016-12-08,3,2019-12-07
CITIL/16-17/P469,2016-12-15,12,X6W75PA,HP 240G5 Laptop,5CG6351X1D,1,32,P209061,2016-12-08,3,2019-12-07
CITIL/16-17/P469,2016-12-15,12,X6W75PA,HP 240G5 Laptop,5CG629643Z,1,32,P209061,2016-12-08,3,2019-12-07
CITIL/16-17/P499,2016-12-27,14,N8M8ZAV,HP 280G2 Desktop,INA650YRQZ,1,32,P209988,2016-12-26,3,2019-12-25
CITIL/16-17/P499,2016-12-27,14,N8M8ZAV,HP 280G2 Desktop,INA650YRR0,1,32,P209988,2016-12-26,3,2019-12-25
CITIL/16-17/P499,2016-12-27,14,N8M8ZAV,HP 280G2 Desktop,INA650YRR1,1,32,P209988,2016-12-26,3,2019-12-25
CITIL/16-17/P499,2016-12-27,14,N8M8ZAV,HP 280G2 Desktop,INA650YRR2,1,32,P209988,2016-12-26,3,2019-12-25
CITIL/16-17/P499,2016-12-27,14,N8M8ZAV,HP 280G2 Desktop,INA650YRR3,1,32,P209988,2016-12-26,3,2019-12-25
CITIL/16-17/P499,2016-12-27,14,N8M8ZAV,HP 280G2 Desktop,INA650YRR4,1,32,P209988,2016-12-26,3,2019-12-25
CITIL/16-17/P499,2016-12-27,14,D2W67AA,"HP 19"" LED Monitor",CNK64104CQ,1,32,P209988,2016-12-26,3,2019-12-25
CITIL/16-17/P499,2016-12-27,14,D2W67AA,"HP 19"" LED Monitor",CNK64104CT,1,32,P209988,2016-12-26,3,2019-12-25
CITIL/16-17/P499,2016-12-27,14,D2W67AA,"HP 19"" LED Monitor",CNK64104CX,1,32,P209988,2016-12-26,3,2019-12-25
